name_ko,name_en,url
한림성심대학교,Hallym Polytechnic University,https://www.hsc.ac.kr/
한서대학교,Hanseo University,https://helper.hanseo.ac.kr/html/kr/sub1/sub1_0101.html
한성대학교,Hansung University,https://enter.hansung.ac.kr/
한세대학교,Hansei University,https://www.hansei.ac.kr/
한신대학교,Hanshin University,https://ent.hs.ac.kr/
한양대학교,Hanyang University,https://go.hanyang.ac.kr/web/notice/notice_list.do?m_type=JEOEGUK
한양사이버대학교,Hanyang Cyber University,https://go.hycu.ac.kr/
한양여자대학교,Hanyang Women's University,https://www.hywoman.ac.kr/
한영대학교,Hanyeong University College,https://hanyeong.ac.kr
한일장신대학교,Hanil University and Presbyterian Theological Seminary,https://hanil.ac.kr
한중대학교,Hanjung University,https://www.hanjung.ac.kr/
합동신학대학원대학교,Hapdong Theological Seminary,https://hapdong.ac.kr
협성대학교,Hyupsung University,https://iphak.uhs.ac.kr/
혜전대학교,Hyejeon College,https://www.hj.ac.kr/
호남대학교,Honam University,https://enter.honam.ac.kr/
호남신학대학교,Honam Theological University and Seminary,https://htus.ac.kr
호산대학교,Hosan University,https://hosan.ac.kr
호서대학교,Hoseo University,https://ipsi.hoseo.ac.kr/main.do
호원대학교,Howon University,https://www.howon.ac.kr/web/_admission/
홍익대학교,Hongik University,https://www.hongik.ac.kr/kr/admission/undergraduate-admission.do
홍익대학교세종캠퍼스,Hongik University Sejong Campus,https://sejong.hongik.ac.kr
화신사이버대학교,Hwashin Cyber University,https://www.hscu.ac.kr/
횃불트리니티신학대학원대학교,Torch Trinity Graduate University,https://ttgu.ac.kr
